Uuid,PropertyName,PrimaryDataType,Pset,Description,PropertyType
6d01d700-d1d2-11e1-8000-00215ad4efdf,DiagonalTrussLength,IfcPositiveLengthMeasure,Pset_DiscreteAccessoryDiagonalTrussConnector,"The overall length of the truss connector.",P_SINGLEVALUE
7c812000-d1d2-11e1-8000-00215ad4efdf,DiagonalTrussSecondaryBarDiameter,IfcPositiveLengthMeasure,Pset_DiscreteAccessoryDiagonalTrussConnector,"The nominal diameter of the secondary bar.",P_SINGLEVALUE
fad25627-1afb-4dcb-a311-d0d84d235920,DiagramNumber,IfcLabel,Pset_RoadMarkingCommon,"A designator with content according to local standards, e.g. M25.",P_SINGLEVALUE
1fe82a00-d1ff-11e1-8000-00215ad4efdf,Diameter,IfcPositiveLengthMeasure,Pset_RailingCommon,"Diameter of the object. It is the diameter of the handrail of the railing.
The size information is provided in addition to the shape representation and the geometric parameters used within. In cases of inconsistency between the geometric parameters and the size properties, provided in the attached property set, the geometric parameters take precedence.
Here the diameter of the hand or guardrail within the railing.",P_SINGLEVALUE
69b41e80-d1c5-11e1-8000-00215ad4efdf,Diameter,IfcPositiveLengthMeasure,Pset_BuildingElementProxyProvisionForVoid,"The requested diameter (in elevation) of the provision for void, only provided if the Shape property is set to ""round"".",P_SINGLEVALUE
f33e0d80-d212-11e1-8000-00215ad4efdf,Diameter,IfcPositiveLengthMeasure,Pset_TubeBundleTypeFinned,"Actual diameter of a fin for circular fins only.",P_SINGLEVALUE
c2969ee3-7c93-4ad2-9209-01e6c25a9d56,DilatationLength,IfcPositiveLengthMeasure,Pset_ElementAssemblyTypeDilatationPanel,"Length dilatation admited by the element.",P_SINGLEVALUE
a4b95080-d1cb-11e1-8000-00215ad4efdf,DimensionalAccuracyClass,IfcLabel,Pset_ConcreteElementGeneral,"Classification designation of the dimensional accuracy requirement according to local standards.",P_SINGLEVALUE
6bdea300-d1ee-11e1-8000-00215ad4efdf,DimensionalChangeCoefficient,IfcPositiveRatioMeasure,Pset_MaterialWood,"Weighted dimensional change coefficient, relative to 1% change in moisture content.",P_SINGLEVALUE
11edd580-d20e-11e1-8000-00215ad4efdf,DimmerType,IfcLabel,Pset_SwitchingDeviceTypeDimmerSwitch,"A list of the available types of dimmer switch from which that required may be selected.",P_ENUMERATEDVALUE
4780ea79-5035-493a-be48-6e7c45294fa6,DipDirection,IfcPlaneAngleMeasure,Pset_GeoScienceFeatureTypeContact,"The geographic  direction of a line created by the intersection of a plane and the horizontal plane. If non specific convention is used, this angular value is in the range 0 to 18 degrees. In this case, there is an ambiguity on the dip orientation. For example, a plane with an orientation of 90 degrees from the nord could either have a dip direction to the North or to the South. Thus, to avoid this ambiguity, a strike value is generally completed with an indication of the dip orientation (Quadrant).",P_SINGLEVALUE
94ad6b00-d1e3-11e1-8000-00215ad4efdf,DirectionOfRotation,IfcLabel,Pset_FanCentrifugal,"The direction of the centrifugal fan wheel rotation when viewed from the drive side of the fan.

CLOCKWISE: Clockwise. 
COUNTERCLOCKWISE: Counter-clockwise. 
OTHER: Other type of fan rotation.",P_ENUMERATEDVALUE
d8fd3300-d204-11e1-8000-00215ad4efdf,Direction,IfcTimeSeries,Pset_SensorPHistory,"Indicates sensed direction for sensors capturing magnitude and direction measured from True North (0 degrees) in a clockwise direction.",P_REFERENCEVALUE
78133200-d1e7-11e1-8000-00215ad4efdf,DischargeCoefficient,IfcReal,Pset_FireSuppressionTerminalTypeSprinkler,"The coefficient of flow at the sprinkler.",P_SINGLEVALUE
c6acd600-d1bf-11e1-8000-00215ad4efdf,DischargeDirection,IfcLabel,Pset_AirTerminalTypeCommon,"Discharge direction of the air terminal.

Parallel: discharges parallel to mounting surface designed so that flow attaches to the surface.
Perpendicular:  discharges away from mounting surface.
Adjustable: both parallel and perpendicular discharge.",P_ENUMERATEDVALUE
6cc00680-d1e7-11e1-8000-00215ad4efdf,DischargeFlowRate,IfcVolumetricFlowRateMeasure,Pset_FireSuppressionTerminalTypeSprinkler,"The volumetric rate of fluid discharge.",P_SINGLEVALUE
a5abab80-d1e6-11e1-8000-00215ad4efdf,DischargeFlowRate,IfcVolumetricFlowRateMeasure,Pset_FireSuppressionTerminalTypeFireHydrant,"The volumetric rate of fluid discharge.",P_SINGLEVALUE
7cd5e700-d1e3-11e1-8000-00215ad4efdf,DischargePosition,IfcLabel,Pset_FanCentrifugal,"Centrifugal fan discharge position.

TOPHORIZONTAL: Top horizontal discharge. 
TOPANGULARDOWN: Top angular down discharge. 
DOWNBLAST: Downblast discharge. 
BOTTOMANGULARDOWN: Bottom angular down discharge. 
BOTTOMHORIZONTAL: Bottom horizontal discharge. 
BOTTOMANGULARUP: Bottom angular up discharge. 
UPBLAST: Upblast discharge. 
TOPANGULARUP: Top angular up discharge. 
OTHER: Other type of fan arrangement.",P_ENUMERATEDVALUE
36cd5300-d1e4-11e1-8000-00215ad4efdf,DischargePressureLoss,IfcTimeSeries,Pset_FanPHistory,"Fan discharge pressure loss associated with the discharge arrangement.",P_REFERENCEVALUE
beff2880-d1e3-11e1-8000-00215ad4efdf,DischargeType,IfcLabel,Pset_FanOccurrence,"Defines the type of connection at the fan discharge.

Duct: Discharge into ductwork.
Screen: Discharge into screen outlet.
Louver: Discharge into a louver.
Damper: Discharge into a damper.",P_ENUMERATEDVALUE
33d26280-d1e4-11e1-8000-00215ad4efdf,DischargeVelocity,IfcTimeSeries,Pset_FanPHistory,"The speed at which air discharges from the fan through the fan housing discharge opening.",P_REFERENCEVALUE
86c01000-d20c-11e1-8000-00215ad4efdf,DiscontinuedHeating,IfcBoolean,Pset_SpaceThermalRequirements,"Indication whether discontinued heating is required/desirable from user/designer view point. (TRUE) if yes, (FALSE) otherwise.",P_SINGLEVALUE
1f6a32d2-7e8c-4abe-8aa1-3c1def44c268,DiscontinuitySpacing,IfcLabel,Pset_GeoObsMappedUnit,"The term ""spacing"" refers to the mean or modal spacing of a set of discontinuities and is the perpendicular distance between adjacent discontinuities. The discontinuity spacing should be measured in millimetres.
>NOTE Definition from ISO 14689:2017, Table 8.",P_ENUMERATEDVALUE
b0af0d80-d1df-11e1-8000-00215ad4efdf,DishwasherType,IfcLabel,Pset_ElectricApplianceTypeDishwasher,"Type of dishwasher.",P_ENUMERATEDVALUE
def076c9-8e08-4bf1-984f-0bb46cc0a779,DispatchingBoardType,IfcLabel,Pset_DistributionBoardTypeDispatchingBoard,"Indicates the type of dispatching board.",P_ENUMERATEDVALUE
e0d4f9a8-ed14-474b-8d7e-72cb1f466244,DisplacementAccomodated,IfcBoolean,Pset_BearingCommon,"A list of exactly three boelean values representing an accomodated displacement (value TRUE or 1) or no displacement (value FALSE or 0) on the corresponding axis where the first value represents axis X, second value axis Y and third value axis Z.",P_LISTVALUE
59b27596-2c08-4061-aa07-2f9b3161c619,Displacement,IfcMassMeasure,Pset_MarineVehicleCommon,"Weight of water displaced by the vessel",P_SINGLEVALUE
a6cae180-d1c2-11e1-8000-00215ad4efdf,DisplayHeight,IfcPositiveLengthMeasure,Pset_AudioVisualApplianceTypeDisplay,"Indicates the physical height of the screen (only the display surface).",P_SINGLEVALUE
caece980-d1e7-11e1-8000-00215ad4efdf,DisplaySize,IfcPositiveLengthMeasure,Pset_FlowInstrumentTypePressureGauge,"The physical size of the display. For a dial pressure gauge it will be the diameter of the dial.",P_SINGLEVALUE
e5bf5e00-d1e7-11e1-8000-00215ad4efdf,DisplaySize,IfcPositiveLengthMeasure,Pset_FlowInstrumentTypeThermometer,"The physical size of the display. In the case of a stem thermometer, this will be the length of the stem. For a dial thermometer, it will be the diameter of the dial.",P_SINGLEVALUE
8864e600-d1c2-11e1-8000-00215ad4efdf,DisplayType,IfcLabel,Pset_AudioVisualApplianceTypeDisplay,"Indicates the type of display.",P_ENUMERATEDVALUE
a03c6a00-d1c2-11e1-8000-00215ad4efdf,DisplayWidth,IfcPositiveLengthMeasure,Pset_AudioVisualApplianceTypeDisplay,"Indicates the physical width of the screen (only the display surface).",P_SINGLEVALUE
b8e8a7de-23f3-475a-9c42-eeee115e401f,DisposalLevel,IfcReal,Pset_MaintenanceTriggerPerformance,"Performance level at which disposal takes place",P_SINGLEVALUE
3afe6e00-d1ee-11e1-8000-00215ad4efdf,DissolvedSolidsContent,IfcNormalisedRatioMeasure,Pset_MaterialWater,"Fraction of the dissolved solids to the total amount of water. This is measured in weight of dissolved solids per weight of water and is therefore unitless.",P_SINGLEVALUE
430ddc00-d1f5-11e1-8000-00215ad4efdf,DistanceBetweenComponentAxes,IfcPositiveLengthMeasure,Pset_PrecastSlab,"The distance between the axes of the components, measured along the ‘South’ edge of the slab.",P_SINGLEVALUE
977d1cc9-f8f5-48dc-aa23-820a3e9d0774,DistanceBetweenParallelCircuits,IfcLengthMeasure,Pset_CableSegmentOccurrence,"Distance measured between parallel circuits.",P_SINGLEVALUE
d9772e60-2e9a-4a27-b0a0-a2cbc3813177,DistanceToStopMark,IfcPositiveLengthMeasure,Pset_RailwaySignalOccurrence,"Distance from the signal to the nearest stop mark at a platform.",P_SINGLEVALUE
9f173700-d1da-11e1-8000-00215ad4efdf,Diversity,IfcPositiveRatioMeasure,Pset_DistributionSystemTypeElectrical,"The ratio, expressed as a numerical
value or as a percentage, of the
simultaneous maximum demand of
a group of electrical appliances or
consumers within a specified period,
to the sum of their individual maximum
demands within the same
period. The group of electrical appliances is in this case connected to this circuit. Defenition from IEC 60050, IEV 691-10-04 
NOTE1: It is often not desirable to size each conductor in a distribution system to support the total connected load at that point in the network. Diversity is applied on the basis of the anticipated loadings that are likely to result from all loads not being connected at the same time.
NOTE2: Diversity is applied to final circuits only, not to sub-main circuits supplying other DBs.",P_SINGLEVALUE
a7acc21f-25ff-4b2b-bb58-5c4ea46f3509,DownlinkRadioBand,IfcFrequencyMeasure,Pset_MobileTelecommunicationsApplianceTypeBaseTransceiverStation,"Indicates the frequency range, delimited by a lower frequency and an upper frequency, allocated for downlink transmission.",P_BOUNDEDVALUE
a7acc21f-25ff-4b2b-bb58-5c4ea46f3509,DownlinkRadioBand,IfcFrequencyMeasure,Pset_MobileTelecommunicationsApplianceTypeEUtranNodeB,"Indicates the frequency range, delimited by a lower frequency and an upper frequency, allocated for downlink transmission.",P_BOUNDEDVALUE
a7acc21f-25ff-4b2b-bb58-5c4ea46f3509,DownlinkRadioBand,IfcFrequencyMeasure,Pset_MobileTeleCommunicationsApplianceTypeRemoteRadioUnit,"Indicates the frequency range, delimited by a lower frequency and an upper frequency, allocated for downlink transmission.",P_BOUNDEDVALUE
4fe945f0-7a10-401a-af86-2404dd29a9ae,DownstreamConnections,IfcLabel,Pset_ProcessCapacity,"Names of downstream connected equipment and spaces (comma-separated), if not otherwise represented",P_LISTVALUE
a3fa81e8-2a1a-4248-b95d-8bf07adf2f75,DownstreamFloodWaterLevel,IfcLengthMeasure,Pset_ShiplockDesignCriteria,"the design minimum upstream water level for the lock complex",P_SINGLEVALUE
5c134854-57a4-4643-bb40-65e38ab3404b,DownstreamMaintenanceWaterLevel,IfcLengthMeasure,Pset_ShiplockDesignCriteria,"Design minimum upstream water level for the lock complex",P_SINGLEVALUE
5fba0c00-d215-11e1-8000-00215ad4efdf,DownstreamPressure,IfcPressureMeasure,Pset_ValveTypePressureReducing,"The operating pressure of the fluid downstream of the pressure reducing valve.",P_SINGLEVALUE
df37e300-d1f5-11e1-8000-00215ad4efdf,DraftBaseOffset,IfcNonNegativeLengthMeasure,Pset_ProfileArbitraryHollowCore,"Draft base offset of the profile.",P_SINGLEVALUE
e3fc9700-d1f5-11e1-8000-00215ad4efdf,DraftSideOffset,IfcNonNegativeLengthMeasure,Pset_ProfileArbitraryHollowCore,"Draft side offset of the profile.",P_SINGLEVALUE
65fdb780-d218-11e1-8000-00215ad4efdf,DrainConnectionSize,IfcPositiveLengthMeasure,Pset_WasteTerminalTypeWasteDisposalUnit,"Size of the drain connection inlet to the waste disposal unit.",P_SINGLEVALUE
0f857e80-d202-11e1-8000-00215ad4efdf,DrainSize,IfcPositiveLengthMeasure,Pset_SanitaryTerminalTypeBath,"The size of the drain outlet connection from the object.",P_SINGLEVALUE
427c4200-d203-11e1-8000-00215ad4efdf,DrainSize,IfcPositiveLengthMeasure,Pset_SanitaryTerminalTypeShower,"The size of the drain outlet connection from the object.",P_SINGLEVALUE
5bd0be80-d202-11e1-8000-00215ad4efdf,DrainSize,IfcPositiveLengthMeasure,Pset_SanitaryTerminalTypeBidet,"The size of the drain outlet connection from the object.",P_SINGLEVALUE
bff48200-d204-11e1-8000-00215ad4efdf,DrainSize,IfcPositiveLengthMeasure,Pset_SanitaryTerminalTypeWashHandBasin,"The size of the drain outlet connection from the object.",P_SINGLEVALUE
bc143000-d203-11e1-8000-00215ad4efdf,DrainSize,IfcPositiveLengthMeasure,Pset_SanitaryTerminalTypeSink,"The size of the drain outlet connection from the object.",P_SINGLEVALUE
f8935c00-d202-11e1-8000-00215ad4efdf,DrainSize,IfcPositiveLengthMeasure,Pset_SanitaryTerminalTypeSanitaryFountain,"The size of the drain outlet connection from the object.",P_SINGLEVALUE
d9a4722b-da6a-445d-869c-f1c99f81faae,DrillingContractor,IfcLabel,Pset_SpatialGeoObsBorehole,"The property DrillingContractor reports the organisation responsible for drilling the borehole (as opposed to commissioning the borehole).",P_SINGLEVALUE
b7be374c-4f26-457c-9ee6-e3030fe27ed8,DrillingMethod,IfcLabel,Pset_SpatialGeoObsBorehole,"Type of drilling methods used to perform the investigation.",P_SINGLEVALUE
b8dc2472-d76e-4e66-af6a-7160023cb7dd,DrillOnRail,IfcLabel,Pset_RailTypeRail,"Indicates if the manufactured rail is drilled at its extremities or not. It can have holes on one, both or none of its extremities.",P_ENUMERATEDVALUE
92a4d580-d1fe-11e1-8000-00215ad4efdf,DriveConnectionType,IfcLabel,Pset_PumpOccurrence,"The way the pump drive mechanism is connected to the pump.

DIRECTDRIVE: Direct drive. 
BELTDRIVE: Belt drive. 
COUPLING: Coupling. 
OTHER: Other type of drive connection.",P_ENUMERATEDVALUE
3a60da00-d1e4-11e1-8000-00215ad4efdf,DrivePowerLoss,IfcTimeSeries,Pset_FanPHistory,"Fan drive power losses associated with the type of connection between the motor and the fan wheel.",P_REFERENCEVALUE
0e28d2ef-e503-4631-9664-f17e52ebd118,DryBulbTemperature,IfcThermodynamicTemperatureMeasure,Pset_DistributionPortTypeDuct,"Dry bulb temperature of the air.",P_BOUNDEDVALUE
0f8a7c00-d20c-11e1-8000-00215ad4efdf,DryBulbTemperature,IfcTimeSeries,Pset_SpaceThermalLoadPHistory,"Loads from the dry bulb temperature.",P_REFERENCEVALUE
bfabb500-d20b-11e1-8000-00215ad4efdf,DryBulbTemperature,IfcPowerMeasure,Pset_SpaceThermalLoad,"Loads from the dry bulb temperature.",P_BOUNDEDVALUE
c6d6c100-d213-11e1-8000-00215ad4efdf,DualDeck,IfcBoolean,Pset_UnitaryEquipmentTypeAirHandler,"Does the AirHandler have a dual deck? TRUE = Yes, FALSE = No.",P_SINGLEVALUE
e271a580-d1da-11e1-8000-00215ad4efdf,DuctSealant,IfcMaterialDefinition,Pset_DistributionSystemTypeVentilation,"Type of sealant used on the duct and fittings.",P_REFERENCEVALUE
bfdf8c80-d1da-11e1-8000-00215ad4efdf,DuctSizingMethod,IfcLabel,Pset_DistributionSystemTypeVentilation,"Enumeration that identifies the methodology to be used to size system components.",P_ENUMERATEDVALUE
22347558-a7bf-4c54-bc92-cff85575f009,DumpCategory,IfcLabel,Pset_GeoAspects,"Project-related category for re-use and storage of the excavated material.",P_SINGLEVALUE
cde1dd00-d1db-11e1-8000-00215ad4efdf,DurabilityRating,IfcLabel,Pset_DoorCommon,"Durability against mechanical stress. It is given according to the national code or regulation.",P_SINGLEVALUE
464d423a-f195-4d60-85ae-2162678c940e,DurationDisposalLevel,IfcDuration,Pset_MaintenanceTriggerDuration,"Duration interval at which disposal is performed",P_SINGLEVALUE
6a6a72bf-f178-4065-8a30-5db7bcd161d2,DurationMaintenanceLevel,IfcDuration,Pset_MaintenanceTriggerDuration,"Duration interval at which maintenance is performed",P_SINGLEVALUE
db8e5a6a-5a20-40fa-81cc-ccea10f5248b,DurationReplacementLevel,IfcDuration,Pset_MaintenanceTriggerDuration,"Duration interval at which replacement is performed",P_SINGLEVALUE
a2038a2a-9a3a-476c-ae7a-2f56faad0f2d,DurationTargetPerformance,IfcDuration,Pset_MaintenanceTriggerDuration,"Target time to failure of the asset",P_SINGLEVALUE
80279d80-d1f8-11e1-8000-00215ad4efdf,Duration,IfcDuration,Pset_PropertyAgreement,"The period of time for the lease.",P_SINGLEVALUE
b5b49d20-0bf2-49a4-9d55-8cef7acb75bd,Duration,IfcDuration,Pset_EnvironmentalImpactValues,"Duration of process.",P_SINGLEVALUE
747eab80-d1e5-11e1-8000-00215ad4efdf,DustHoldingCapacity,IfcMassMeasure,Pset_FilterTypeAirParticleFilter,"Maximum filter dust holding capacity.",P_SINGLEVALUE
7e178f1e-cd34-4e5f-8e5e-a8536f5f40c2,DynamicRange,IfcLinearVelocityMeasure,Pset_SensorTypeEarthquakeSensor,"Indicates the dynamic range of the sensor.",P_BOUNDEDVALUE
764c6d00-d1ed-11e1-8000-00215ad4efdf,DynamicViscosity,IfcDynamicViscosityMeasure,Pset_MaterialMechanical,"A measure of the viscous resistance of the material.",P_SINGLEVALUE
f9b59080-d1e4-11e1-8000-00215ad4efdf,d,IfcPositiveLengthMeasure,Pset_FastenerWeld,"Measure d according to ISO 2553",P_SINGLEVALUE
d0552e80-d1fd-11e1-8000-00215ad4efdf,EarthFailureDeviceType,IfcLabel,Pset_ProtectiveDeviceTypeEarthLeakageCircuitBreaker,"A list of the available types of circuit breaker from which that required may be selected where:

Standard: Device that operates without a time delay.
TimeDelayed: Device that operates after a time delay.",P_ENUMERATEDVALUE
8dd12900-d1e0-11e1-8000-00215ad4efdf,EarthFault1PoleMaximumState,IfcElectricCurrentMeasure,Pset_ElectricFlowStorageDeviceTypeCommon,"Maximum 1 pole earth fault current provided at the point of supply i.e. the fault between 1 phase and PE/PEN.",P_SINGLEVALUE
97f32780-d1e0-11e1-8000-00215ad4efdf,EarthFault1PoleMinimumState,IfcElectricCurrentMeasure,Pset_ElectricFlowStorageDeviceTypeCommon,"Minimum 1 pole earth fault current provided at the point of supply i.e. the fault between 1 phase and PE/PEN.",P_SINGLEVALUE
932e7380-d1e0-11e1-8000-00215ad4efdf,EarthFault1PolePowerFactorMaximumState,IfcReal,Pset_ElectricFlowStorageDeviceTypeCommon,"Power factor of the maximum 1 pole earth fault  current provided at the point of supply i.e. the fault between 1 phase and PE/PEN.",P_SINGLEVALUE
9d507200-d1e0-11e1-8000-00215ad4efdf,EarthFault1PolePowerFactorMinimumState,IfcReal,Pset_ElectricFlowStorageDeviceTypeCommon,"Power factor of the minimum 1 pole earth fault current provided at the point of supply i.e. the fault between 1 phase and PE/PEN.",P_SINGLEVALUE
c143d40b-014f-4636-95ca-100627bd6421,EarthingStyle,IfcLabel,Pset_ElectricalDeviceCommon,"Indicates the earthing style of the electric device.",P_SINGLEVALUE
d22e1276-12ef-4992-a785-f26a993462db,EarthquakeSensorRange,IfcLinearVelocityMeasure,Pset_SensorTypeEarthquakeSensor,"Indicates the measuring range of the earthquake sensor or accelerometer.",P_BOUNDEDVALUE
e9be2d6c-7e6d-4c46-b1ed-ef03dd2d79be,EarthquakeSensorType,IfcLabel,Pset_SensorTypeEarthquakeSensor,"Indicates the type of earthquake sensor or accelerometer.",P_ENUMERATEDVALUE
3c7f6480-d1f5-11e1-8000-00215ad4efdf,EdgeDistanceToFirstAxis,IfcPositiveLengthMeasure,Pset_PrecastSlab,"The distance from the left (‘West’) edge of the slab (in the direction of span of the components) to the axis of the first component.",P_SINGLEVALUE
da732f00-d1f5-11e1-8000-00215ad4efdf,EdgeDraft,IfcNonNegativeLengthMeasure,Pset_ProfileArbitraryHollowCore,"Edge draft of the profile.",P_SINGLEVALUE
9d497580-d1d2-11e1-8000-00215ad4efdf,EdgeFixingPlateFlangeWidthInPlaneX,IfcPositiveLengthMeasure,Pset_DiscreteAccessoryEdgeFixingPlate,"The flange width of the L-shaped edge plate in plane X.",P_SINGLEVALUE
97ec2b00-d1d2-11e1-8000-00215ad4efdf,EdgeFixingPlateFlangeWidthInPlaneZ,IfcPositiveLengthMeasure,Pset_DiscreteAccessoryEdgeFixingPlate,"The flange width of the L-shaped edge plate in plane Z.",P_SINGLEVALUE
8d319600-d1d2-11e1-8000-00215ad4efdf,EdgeFixingPlateLength,IfcPositiveLengthMeasure,Pset_DiscreteAccessoryEdgeFixingPlate,"The length of the L-shaped edge plate.",P_SINGLEVALUE
928ee080-d1d2-11e1-8000-00215ad4efdf,EdgeFixingPlateThickness,IfcPositiveLengthMeasure,Pset_DiscreteAccessoryEdgeFixingPlate,"The thickness of the L-shaped edge plate.",P_SINGLEVALUE
49ce2c00-d1c0-11e1-8000-00215ad4efdf,EffectiveArea,IfcAreaMeasure,Pset_AirTerminalTypeCommon,"Effective discharge area of the air terminal.",P_SINGLEVALUE
0ac7c700-d210-11e1-8000-00215ad4efdf,EffectiveCapacity,IfcVolumeMeasure,Pset_TankTypeCommon,"The total effective or actual volumetric capacity of the tank.",P_SINGLEVALUE
19dc2d75-f49a-419c-92c7-83e8b7f4b10b,EffectiveChamberSize,IfcVolumeMeasure,Pset_MarinePartChamberCommon,"Volumetric measure defining the effective chamber size for operational and design activities.",P_SINGLEVALUE
a7737000-d1e2-11e1-8000-00215ad4efdf,EffectivenessTable,IfcVolumetricFlowRateMeasure,Pset_EvaporativeCoolerTypeCommon,"Total heat transfer effectiveness curve as a function of the primary air flow rate.",P_TABLEVALUE
5c595d00-d1e2-11e1-8000-00215ad4efdf,Effectiveness,IfcTimeSeries,Pset_EvaporativeCoolerPHistory,"Ratio of the change in dry bulb temperature of the (primary) air stream to the difference between the entering dry bulb temperature of the (primary) air and the wet-bulb temperature of the (secondary) air.",P_REFERENCEVALUE
a0ac2380-d209-11e1-8000-00215ad4efdf,Effectiveness,IfcTimeSeries,Pset_SpaceHeaterPHistory,"Ratio of the real heat transfer rate to the maximum possible heat transfer rate.",P_REFERENCEVALUE
b22f0480-d1e4-11e1-8000-00215ad4efdf,EfficiencyCurve,IfcVolumetricFlowRateMeasure,Pset_FanTypeCommon,"Fan efficiency =f (flow rate).",P_TABLEVALUE
5ef58b80-d1bd-11e1-8000-00215ad4efdf,ElectricActuatorType,IfcLabel,Pset_ActuatorTypeElectricActuator,"Enumeration that identifies electric actuator as defined by its operational principle.",P_ENUMERATEDVALUE
e5f06ba1-74b6-41c4-888e-4c628d6d5adf,ElectricalClearanceDistance,IfcPositiveLengthMeasure,Pset_ElectricalFeederLine,"The distance between two conductive parts along a string stretched the shortest way between these conductive parts. (IEV ref 441-17-31)",P_SINGLEVALUE
cc9b8db4-c036-4a96-8df0-335524a25d4b,ElectricalClearance,IfcPositiveLengthMeasure,Pset_DistributionSystemTypeOverheadContactlineSystem,"The recommended air clearances between earth and the live parts of the overhead contactline system.",P_SINGLEVALUE
34e3412a-409c-49df-91aa-de1b9a91afcf,ElectricalCrossCapacity,IfcLabel,Pset_CommunicationsApplianceTypeTransportEquipment,"Indicates the electrical cross capacity of the transport equipment.",P_SINGLEVALUE
c5a118f5-66ea-4e0e-9995-cedc01536494,ElectricalFeederType,IfcLabel,Pset_ElectricalFeederLine,"Type of electrical feeder.",P_ENUMERATEDVALUE
90c91b00-d1da-11e1-8000-00215ad4efdf,ElectricalSystemCategory,IfcLabel,Pset_DistributionSystemTypeElectrical,"Designates the voltage range of the circuit, according to IEC.  HIGHVOLTAGE indicates >1000V AC or >1500V DV; LOWVOLTAGE indicates 50-1000V AC or 120-1500V DC; EXTRALOWVOLTAGE indicates <50V AC or <120V DC.",P_ENUMERATEDVALUE
8018a500-d1da-11e1-8000-00215ad4efdf,ElectricalSystemType,IfcLabel,Pset_DistributionSystemTypeElectrical,"For certain purposes of electrical regulations, IEC 60364 defines types of system using type identifiers. Assignment of identifiers depends upon the relationship of the source, and of exposed conductive parts of the installation, to Ground (Earth).   Identifiers that may be assigned through IEC 60364 are: 

•TN type system, a system having one or more points of the source of energy directly earthed, the exposed conductive parts of the installation being connected to that point by protective conductors, 
•TN C type system, a TN type system in which neutral and protective functions are combined in a single conductor throughout the system, 
•TN S type system, a TN type system having separate neutral and protective conductors throughout the system, 
•TN C S type system, a TN type system in which neutral and protective functions are combined in a single conductor in part of the system, 
•TT type system, a system having one point of the source of energy directly earthed, the exposed conductive parts of the installation being connected to earth electrodes electrically independent of the earth electrodes of the source, 
•IT type system, a system having no direct connection between live parts and Earth, the exposed conductive parts of the electrical installation being earthed.",P_ENUMERATEDVALUE
cb818200-d1df-11e1-8000-00215ad4efdf,ElectricCookerType,IfcLabel,Pset_ElectricApplianceTypeElectricCooker,"Type of electric cooker.",P_ENUMERATEDVALUE
bb1dd700-d1e0-11e1-8000-00215ad4efdf,ElectricGeneratorEfficiency,IfcPositiveRatioMeasure,Pset_ElectricGeneratorTypeCommon,"The ratio of output capacity to intake capacity.",P_SINGLEVALUE
f1c11500-d213-11e1-8000-00215ad4efdf,Electricity,IfcTimeSeries,Pset_UtilityConsumptionPHistory,"The amount of electricity consumed during the period specified in the time series.",P_REFERENCEVALUE
e99bb200-d1e0-11e1-8000-00215ad4efdf,ElectricMotorEfficiency,IfcPositiveRatioMeasure,Pset_ElectricMotorTypeCommon,"The ratio of output capacity to intake capacity.",P_SINGLEVALUE
7e7b5454-d17e-43ff-a155-7f54a5a336c6,ElectrificationType,IfcLabel,Pset_TractionPowerSystem,"Indicates the type of railway electrification.",P_ENUMERATEDVALUE
ba90df7a-f6e6-4ec2-92f1-3707ccd0d7d4,ElectroMagneticStandardsCompliance,IfcLabel,Pset_ElectricalDeviceCompliance,"Information about compliance with regard to electro magnetic related standards.",P_TABLEVALUE
45bfff80-d1fc-11e1-8000-00215ad4efdf,ElectroMagneticTrippingUnitType,IfcLabel,Pset_ProtectiveDeviceTrippingUnitTypeElectroMagnetic,"A list of the available types of electric magnetic tripping unit  from which that required may be selected. These cover overload, none special, short circuit, motor protection and bi-metal tripping.",P_ENUMERATEDVALUE
4ca54fdd-32b9-4383-939f-88c0ada52cee,ElectronicFilterType,IfcLabel,Pset_ElectricFlowTreatmentDeviceTypeElectronicFilter,"Type of electronic filter.",P_ENUMERATEDVALUE
92a3d600-d1fc-11e1-8000-00215ad4efdf,ElectronicTrippingUnitType,IfcLabel,Pset_ProtectiveDeviceTrippingUnitTypeElectronic,"A list of the available types of electronic tripping unit  from which that required may be selected.",P_ENUMERATEDVALUE
444613d0-799c-4141-b74d-9011a50c7963,ElevationalFlatness,IfcPositiveLengthMeasure,Pset_Tolerance,"Indicative (95%-100%) range flatness associated to the elevational surface in ZX, if different to the overall flatness.",P_SINGLEVALUE
f3fea468-21c1-4901-a17b-8f0edee16e91,ElevationOfFFLRelative,IfcLengthMeasure,Pset_BuildingStoreyCommon,"Elevation of the top surface of the finished floor level given in elevation above the local zero height. If the level varies and there is no significantly more prominent elevation, then this property may be omitted. In case of any inconsistency with the geometric positioning of the top surface, the geometric representation takes precedence.",P_SINGLEVALUE
fb159736-7c17-4c9c-a9e8-3f9b22c8312d,ElevationOfSSLRelative,IfcLengthMeasure,Pset_BuildingStoreyCommon,"Elevation of the top surface of the structural slab level given in elevation above the local zero height. If the level varies and there is no significantly more prominent elevation, then this property may be omitted. In case of any inconsistency with the geometric positioning of the top surface, the geometric representation takes precedence.",P_SINGLEVALUE
8c5d6599-62eb-4a18-9c99-63726541d93a,Elevation,IfcLengthMeasure,Pset_BreakwaterCommon,"Elevation of the entity",P_SINGLEVALUE
